plant_species,plant_genera,plant_family,plant_order,plant_origin,animal_species,animal_genera,animal_family,animal_order,interaction_frequency,reference
Eucryphia_cordifolia,Eucryphia,Cunoniaceae,Oxalidales,nativa,Fannia_5sw,Fannia,Fanniidae,Coleoptera,1,Smith-Ramírez et al (2014)
Eucryphia_cordifolia,Eucryphia,Cunoniaceae,Oxalidales,nativa,Fazia_macquarti,Fazia,Syrphidae,Diptera,1,Smith-Ramírez et al (2014)
Eucryphia_cordifolia,Eucryphia,Cunoniaceae,Oxalidales,nativa,Hippelates_1sw,Hippelates,Chloropidae,Coleoptera,1,Smith-Ramírez et al (2014)
Eucryphia_cordifolia,Eucryphia,Cunoniaceae,Oxalidales,nativa,Hypodynerus_1cf,Hypodynerus,Vespidae,Hymenoptera,1,Smith-Ramirez et al (2005)
Eucryphia_cordifolia,Eucryphia,Cunoniaceae,Oxalidales,nativa,Hypodynerus_1sw,Hypodynerus,Vespidae,Hymenoptera,1,Smith-Ramírez et al (2014)
Eucryphia_cordifolia,Eucryphia,Cunoniaceae,Oxalidales,nativa,Hyponotum,Hyponotum,Cantharidae,Coleoptera,1,Smith-Ramírez et al (2014)
Eucryphia_cordifolia,Eucryphia,Cunoniaceae,Oxalidales,nativa,Hyponotum,Hyponotum,Cantharidae,Coleoptera,1,Smith-Ramirez et al (2005)
Eucryphia_cordifolia,Eucryphia,Cunoniaceae,Oxalidales,nativa,Lypha_1cf,Lypha,Tachinidae,Diptera,1,Smith-Ramirez et al (2005)
Eucryphia_cordifolia,Eucryphia,Cunoniaceae,Oxalidales,nativa,Lypha_1sw,Lypha,Tachinidae,Diptera,1,Smith-Ramírez et al (2014)
Eucryphia_cordifolia,Eucryphia,Cunoniaceae,Oxalidales,nativa,Macrometopa_1cf,Macrometopa,Tachinidae,Diptera,1,Smith-Ramirez et al (2005)
Eucryphia_cordifolia,Eucryphia,Cunoniaceae,Oxalidales,nativa,Macrometopa_1sw,Macrometopa,Tachinidae,Diptera,1,Smith-Ramírez et al (2014)
Eucryphia_cordifolia,Eucryphia,Cunoniaceae,Oxalidales,nativa,Manuelia_1sw,Manuelia,Apidae,Hymenoptera,1,Smith-Ramírez et al (2014)
Eucryphia_cordifolia,Eucryphia,Cunoniaceae,Oxalidales,nativa,Mecopselaphus_1cf,Mecopselaphus,Oemederidae,Coleoptera,1,Smith-Ramirez et al (2005)
Eucryphia_cordifolia,Eucryphia,Cunoniaceae,Oxalidales,nativa,Megalybus_crassus,Megalybus,Acroceridae,Diptera,1,Smith-Ramírez et al (2014)
Eucryphia_cordifolia,Eucryphia,Cunoniaceae,Oxalidales,nativa,Megalybus_crassus,Megalybus,Acroceridae,Diptera,1,Smith-Ramirez et al (2005)
Eucryphia_cordifolia,Eucryphia,Cunoniaceae,Oxalidales,nativa,Melanophthalma_seminigra,Melanophthalma,Latridiidae,Coleoptera,1,Smith-Ramírez et al (2014)
Eucryphia_cordifolia,Eucryphia,Cunoniaceae,Oxalidales,nativa,Melanophthalma_seminigra,Melanophthalma,Latridiidae,Coleoptera,1,Smith-Ramírez et al (2014)
Eucryphia_cordifolia,Eucryphia,Cunoniaceae,Oxalidales,nativa,Malanostoma_1cf,Melanostoma,Syrphidae,Diptera,1,Smith-Ramirez et al (2005)
Eucryphia_cordifolia,Eucryphia,Cunoniaceae,Oxalidales,nativa,Malanostoma_2cf,Melanostoma,Syrphidae,Diptera,1,Smith-Ramirez et al (2005)
Eucryphia_cordifolia,Eucryphia,Cunoniaceae,Oxalidales,nativa,Melanostoma_1sw,Melanostoma,Syrphidae,Diptera,1,Smith-Ramírez et al (2014)
Eucryphia_cordifolia,Eucryphia,Cunoniaceae,Oxalidales,nativa,Melanostoma_2sw,Melanostoma,Syrphidae,Diptera,1,Smith-Ramírez et al (2014)
Eucryphia_cordifolia,Eucryphia,Cunoniaceae,Oxalidales,nativa,Melanostoma_3sw,Melanostoma,Syrphidae,Diptera,1,Smith-Ramírez et al (2014)
Eucryphia_cordifolia,Eucryphia,Cunoniaceae,Oxalidales,nativa,Melanostoma_4sw,Melanostoma,Syrphidae,Diptera,1,Smith-Ramírez et al (2014)
Eucryphia_cordifolia,Eucryphia,Cunoniaceae,Oxalidales,nativa,Mesograpta_1cf,Mesograpta,Syrphidae,Diptera,1,Smith-Ramirez et al (2005)
Eucryphia_cordifolia,Eucryphia,Cunoniaceae,Oxalidales,nativa,Mesograpta_1sw,Mesograpta,Syrphidae,Diptera,1,Smith-Ramírez et al (2014)
Eucryphia_cordifolia,Eucryphia,Cunoniaceae,Oxalidales,nativa,Mordella_1sw,Mordella,Ripiphoridae,Coleoptera,1,Smith-Ramírez et al (2014)
Eucryphia_cordifolia,Eucryphia,Cunoniaceae,Oxalidales,nativa,Mordella_2sw,Mordella,Ripiphoridae,Coleoptera,1,Smith-Ramírez et al (2014)
Eucryphia_cordifolia,Eucryphia,Cunoniaceae,Oxalidales,nativa,Mordella_1cf,Mordella,Ripiphoridae,Coleoptera,1,Smith-Ramirez et al (2005)
Eucryphia_cordifolia,Eucryphia,Cunoniaceae,Oxalidales,nativa,Mordella_3sw,Mordella,Ripiphoridae,Coleoptera,1,Smith-Ramírez et al (2014)
Eucryphia_cordifolia,Eucryphia,Cunoniaceae,Oxalidales,nativa,Mordella_4sw,Mordella,Ripiphoridae,Coleoptera,1,Smith-Ramírez et al (2014)
Eucryphia_cordifolia,Eucryphia,Cunoniaceae,Oxalidales,nativa,Mordella_5sw,Mordella,Ripiphoridae,Coleoptera,1,Smith-Ramírez et al (2014)
Eucryphia_cordifolia,Eucryphia,Cunoniaceae,Oxalidales,nativa,Mordella_6sw,Mordella,Ripiphoridae,Coleoptera,1,Smith-Ramírez et al (2014)
Eucryphia_cordifolia,Eucryphia,Cunoniaceae,Oxalidales,nativa,Mordella_7sw,Mordella,Ripiphoridae,Coleoptera,1,Smith-Ramírez et al (2014)
Eucryphia_cordifolia,Eucryphia,Cunoniaceae,Oxalidales,nativa,Mordella_8sw,Mordella,Ripiphoridae,Coleoptera,1,Smith-Ramírez et al (2014)
Eucryphia_cordifolia,Eucryphia,Cunoniaceae,Oxalidales,nativa,Mordella_9sw,Mordella,Ripiphoridae,Coleoptera,1,Smith-Ramírez et al (2014)
Eucryphia_cordifolia,Eucryphia,Cunoniaceae,Oxalidales,nativa,Notiocheilosia_nitescens,Notiocheilosia,Syrphidae,Diptera,1,Smith-Ramírez et al (2014)
Eucryphia_cordifolia,Eucryphia,Cunoniaceae,Oxalidales,nativa,Palpada_elegans,Palpada,Syrphidae,Diptera,1,Smith-Ramírez et al (2014)
Eucryphia_cordifolia,Eucryphia,Cunoniaceae,Oxalidales,nativa,Palpada_meigenii,Palpada,Syrphidae,Diptera,1,Smith-Ramírez et al (2014)
Eucryphia_cordifolia,Eucryphia,Cunoniaceae,Oxalidales,nativa,Peleteria_filipalpis,Peleteria,Tachinidae,Diptera,1,Smith-Ramírez et al (2014)
Eucryphia_cordifolia,Eucryphia,Cunoniaceae,Oxalidales,nativa,Platynocera_gracilipes,Platynocera,Cerambycidae,Coleoptera,1,Smith-Ramírez et al (2014)
Eucryphia_cordifolia,Eucryphia,Cunoniaceae,Oxalidales,nativa,Rhopalomerus tenuirostris,Rhopalomerus,Curculionidae,Coleoptera,1,Smith-Ramírez et al (2014)
Eucryphia_cordifolia,Eucryphia,Cunoniaceae,Oxalidales,nativa,Rhopalomerus tenuirostris,Rhopalomerus,Curculionidae,Coleoptera,1,Smith-Ramirez et al (2005)
Eucryphia_cordifolia,Eucryphia,Cunoniaceae,Oxalidales,nativa,Ruizantheda_mutabilis,Ruizantheda,Halictidae,Hymenoptera,1,Smith-Ramírez et al (2014)
Eucryphia_cordifolia,Eucryphia,Cunoniaceae,Oxalidales,nativa,Scatia_1sw,Scaptia,Tabanidae,Diptera,1,Smith-Ramírez et al (2014)
Eucryphia_cordifolia,Eucryphia,Cunoniaceae,Oxalidales,nativa,Sephanoides_sephaniodes,Sephanoides,Trochilidae,Caprimulgiformes,1,Smith-Ramirez et al (2005)
Eucryphia_cordifolia,Eucryphia,Cunoniaceae,Oxalidales,nativa,Stenorhopalus_gracilis,Stenorhopalus,Cerambycidae,Coleoptera,1,Smith-Ramírez et al (2014)
Eucryphia_cordifolia,Eucryphia,Cunoniaceae,Oxalidales,nativa,Stilbosoma_cyaneum,Stilbosoma,Syrphidae,Diptera,1,Smith-Ramírez et al (2014)
Eucryphia_cordifolia,Eucryphia,Cunoniaceae,Oxalidales,nativa,Syrphus_octamaculatus,Syrphus,Syrphidae,Diptera,1,Smith-Ramírez et al (2014)
Eucryphia_cordifolia,Eucryphia,Cunoniaceae,Oxalidales,nativa,Thrypticus_1sw,Thrypticus,Dolichopodidae,Coleoptera,1,Smith-Ramírez et al (2014)
Eucryphia_cordifolia,Eucryphia,Cunoniaceae,Oxalidales,nativa,Trichophthalma_barbarossa,Trichophthalma,Nemestrinidae,Diptera,1,Smith-Ramírez et al (2014)
Eucryphia_cordifolia,Eucryphia,Cunoniaceae,Oxalidales,nativa,Trichophthalma_commutata,Trichophthalma,Nemestrinidae,Diptera,1,Smith-Ramirez et al (2005)
Eucryphia_cordifolia,Eucryphia,Cunoniaceae,Oxalidales,nativa,Trichophthalma_commutata,Trichophthalma,Nemestrinidae,Diptera,1,Smith-Ramírez et al (2014)
Eucryphia_cordifolia,Eucryphia,Cunoniaceae,Oxalidales,nativa,Trichophthalma_herbstei,Trichophthalma,Nemestrinidae,Diptera,1,Smith-Ramírez et al (2014)
Eucryphia_cordifolia,Eucryphia,Cunoniaceae,Oxalidales,nativa,Trichophthalma_herbstei,Trichophthalma,Nemestrinidae,Diptera,1,Smith-Ramirez et al (2005)
Eucryphia_cordifolia,Eucryphia,Cunoniaceae,Oxalidales,nativa,Tropidia_1cf,Tropidia,Syrphidae,Diptera,1,Smith-Ramirez et al (2005)
Eucryphia_cordifolia,Eucryphia,Cunoniaceae,Oxalidales,nativa,Vanessa_carye,Vannesa,Nymphalidae,Lepidoptera,1,Smith-Ramírez et al (2014)
Eucryphia_cordifolia,Eucryphia,Cunoniaceae,Oxalidales,nativa,Vespula_germanica,Vespula,Vespidae,Hymenoptera,1,Smith-Ramírez et al (2014)
Eucryphia_cordifolia,Eucryphia,Cunoniaceae,Oxalidales,nativa,Anthomyiidae_1sw,,Anthomyiidae,Diptera,1,Smith-Ramírez et al (2014)
Eucryphia_cordifolia,Eucryphia,Cunoniaceae,Oxalidales,nativa,Braconidae_1sw,,Braconidae,Hymenoptera,1,Smith-Ramírez et al (2014)
Eucryphia_cordifolia,Eucryphia,Cunoniaceae,Oxalidales,nativa,Braconidae_2sw,,Braconidae,Hymenoptera,1,Smith-Ramírez et al (2014)
Eucryphia_cordifolia,Eucryphia,Cunoniaceae,Oxalidales,nativa,Calliphoridae_1sw,,Calliphoridae,Diptera,1,Smith-Ramírez et al (2014)
Eucryphia_cordifolia,Eucryphia,Cunoniaceae,Oxalidales,nativa,Calliphoridae_4sw,,Calliphoridae,Diptera,1,Smith-Ramírez et al (2014)
Eucryphia_cordifolia,Eucryphia,Cunoniaceae,Oxalidales,nativa,Calliphoridae_5sw,,Calliphoridae,Diptera,1,Smith-Ramírez et al (2014)
Eucryphia_cordifolia,Eucryphia,Cunoniaceae,Oxalidales,nativa,Calliphoridae_6sw,,Calliphoridae,Diptera,1,Smith-Ramírez et al (2014)
Eucryphia_cordifolia,Eucryphia,Cunoniaceae,Oxalidales,nativa,Calliphoridae_7sw,,Calliphoridae,Diptera,1,Smith-Ramírez et al (2014)
Eucryphia_cordifolia,Eucryphia,Cunoniaceae,Oxalidales,nativa,Calliphoridae_1cf,,Calliphoridae,Diptera,1,Smith-Ramirez et al (2005)
Eucryphia_cordifolia,Eucryphia,Cunoniaceae,Oxalidales,nativa,Calliphoridae_2sw,,Calliphoridae,Diptera,1,Smith-Ramírez et al (2014)
Eucryphia_cordifolia,Eucryphia,Cunoniaceae,Oxalidales,nativa,Calliphoridae_3cf,,Calliphoridae,Diptera,1,Smith-Ramirez et al (2005)
Eucryphia_cordifolia,Eucryphia,Cunoniaceae,Oxalidales,nativa,Calliphoridae_3sw,,Calliphoridae,Diptera,1,Smith-Ramírez et al (2014)
Eucryphia_cordifolia,Eucryphia,Cunoniaceae,Oxalidales,nativa,Calliphoridae_4cf,,Calliphoridae,Diptera,1,Smith-Ramirez et al (2005)
Eucryphia_cordifolia,Eucryphia,Cunoniaceae,Oxalidales,nativa,Formicidae_1sw,,Formicidae,Hymenoptera,1,Smith-Ramírez et al (2014)
Eucryphia_cordifolia,Eucryphia,Cunoniaceae,Oxalidales,nativa,Ichneumonidae_2cf,,Ichneumonidae,Hymenoptera,1,Smith-Ramirez et al (2005)
Eucryphia_cordifolia,Eucryphia,Cunoniaceae,Oxalidales,nativa,Ichneumonidae_1sw,,Ichneumonidae,Hymenoptera,1,Smith-Ramírez et al (2014)
Eucryphia_cordifolia,Eucryphia,Cunoniaceae,Oxalidales,nativa,Ichneumonidae_2sw,,Ichneumonidae,Hymenoptera,1,Smith-Ramírez et al (2014)
Eucryphia_cordifolia,Eucryphia,Cunoniaceae,Oxalidales,nativa,Ichneumonidae_3sw,,Ichneumonidae,Hymenoptera,1,Smith-Ramírez et al (2014)
Eucryphia_cordifolia,Eucryphia,Cunoniaceae,Oxalidales,nativa,Lauxanidae_1sw,,Lauxaniidae,Diptera,1,Smith-Ramírez et al (2014)
Eucryphia_cordifolia,Eucryphia,Cunoniaceae,Oxalidales,nativa,Lauxanidae_2sw,,Lauxaniidae,Diptera,1,Smith-Ramírez et al (2014)
Eucryphia_cordifolia,Eucryphia,Cunoniaceae,Oxalidales,nativa,Lauxanidae_3sw,,Lauxaniidae,Diptera,1,Smith-Ramírez et al (2014)
Eucryphia_cordifolia,Eucryphia,Cunoniaceae,Oxalidales,nativa,Lauxaniidae_1cf,,Lauxaniidae,Diptera,1,Smith-Ramirez et al (2005)
Eucryphia_cordifolia,Eucryphia,Cunoniaceae,Oxalidales,nativa,Lauxaniidae_2cf,,Lauxaniidae,Diptera,1,Smith-Ramirez et al (2005)
Eucryphia_cordifolia,Eucryphia,Cunoniaceae,Oxalidales,nativa,Miridae_1cf,,Miridae,Hemiptera,1,Smith-Ramirez et al (2005)
Eucryphia_cordifolia,Eucryphia,Cunoniaceae,Oxalidales,nativa,Miridae_1sw,,Miridae,Hemiptera,1,Smith-Ramírez et al (2014)
Eucryphia_cordifolia,Eucryphia,Cunoniaceae,Oxalidales,nativa,Miridae_2sw,,Miridae,Hemiptera,1,Smith-Ramírez et al (2014)
Eucryphia_cordifolia,Eucryphia,Cunoniaceae,Oxalidales,nativa,Mordellidae_5cf,,Mordellidae,Coleoptera,1,Smith-Ramirez et al (2005)
Eucryphia_cordifolia,Eucryphia,Cunoniaceae,Oxalidales,nativa,Mordellidae_6cf,,Mordellidae,Coleoptera,1,Smith-Ramirez et al (2005)
Eucryphia_cordifolia,Eucryphia,Cunoniaceae,Oxalidales,nativa,Muscidae_1sw,,Muscidae,Diptera,1,Smith-Ramírez et al (2014)
Eucryphia_cordifolia,Eucryphia,Cunoniaceae,Oxalidales,nativa,Muscidae_5sw,,Muscidae,Diptera,1,Smith-Ramírez et al (2014)
Eucryphia_cordifolia,Eucryphia,Cunoniaceae,Oxalidales,nativa,Muscidae_6sw,,Muscidae,Diptera,1,Smith-Ramírez et al (2014)
Eucryphia_cordifolia,Eucryphia,Cunoniaceae,Oxalidales,nativa,Muscidae_7sw,,Muscidae,Diptera,1,Smith-Ramírez et al (2014)
Eucryphia_cordifolia,Eucryphia,Cunoniaceae,Oxalidales,nativa,Muscidae_2sw,,Muscidae,Diptera,1,Smith-Ramírez et al (2014)
Eucryphia_cordifolia,Eucryphia,Cunoniaceae,Oxalidales,nativa,Muscidae_3sw,,Muscidae,Diptera,1,Smith-Ramírez et al (2014)
Eucryphia_cordifolia,Eucryphia,Cunoniaceae,Oxalidales,nativa,Muscidae_4sw,,Muscidae,Diptera,1,Smith-Ramírez et al (2014)
Eucryphia_cordifolia,Eucryphia,Cunoniaceae,Oxalidales,nativa,Perilampidae_1sw,,Perilampidae,Hymenoptera,1,Smith-Ramírez et al (2014)
Eucryphia_cordifolia,Eucryphia,Cunoniaceae,Oxalidales,nativa,Pompilidae_2cf,,Pompilidae,Hymenoptera,1,Smith-Ramirez et al (2005)
Eucryphia_cordifolia,Eucryphia,Cunoniaceae,Oxalidales,nativa,Sarcophagidae_1sw,,Sarcophagidae,Diptera,1,Smith-Ramírez et al (2014)
Eucryphia_cordifolia,Eucryphia,Cunoniaceae,Oxalidales,nativa,Sarcophagidae_6sw,,Sarcophagidae,Diptera,1,Smith-Ramírez et al (2014)
Eucryphia_cordifolia,Eucryphia,Cunoniaceae,Oxalidales,nativa,Sarcophagidae_7sw,,Sarcophagidae,Diptera,1,Smith-Ramírez et al (2014)
Eucryphia_cordifolia,Eucryphia,Cunoniaceae,Oxalidales,nativa,Sarcophagidae_8sw,,Sarcophagidae,Diptera,1,Smith-Ramírez et al (2014)
Eucryphia_cordifolia,Eucryphia,Cunoniaceae,Oxalidales,nativa,Sarcophagidae_9sw,,Sarcophagidae,Diptera,1,Smith-Ramírez et al (2014)
Eucryphia_cordifolia,Eucryphia,Cunoniaceae,Oxalidales,nativa,Sarcophagidae_10sw,,Sarcophagidae,Diptera,1,Smith-Ramírez et al (2014)
Eucryphia_cordifolia,Eucryphia,Cunoniaceae,Oxalidales,nativa,Sarcophagidae_11sw,,Sarcophagidae,Diptera,1,Smith-Ramírez et al (2014)
Eucryphia_cordifolia,Eucryphia,Cunoniaceae,Oxalidales,nativa,Sarcophagidae_12sw,,Sarcophagidae,Diptera,1,Smith-Ramírez et al (2014)
Eucryphia_cordifolia,Eucryphia,Cunoniaceae,Oxalidales,nativa,Sarcophagidae_2sw,,Sarcophagidae,Diptera,1,Smith-Ramírez et al (2014)
Eucryphia_cordifolia,Eucryphia,Cunoniaceae,Oxalidales,nativa,Sarcophagidae_3sw,,Sarcophagidae,Diptera,1,Smith-Ramírez et al (2014)
Eucryphia_cordifolia,Eucryphia,Cunoniaceae,Oxalidales,nativa,Sarcophagidae_4sw,,Sarcophagidae,Diptera,1,Smith-Ramírez et al (2014)
Eucryphia_cordifolia,Eucryphia,Cunoniaceae,Oxalidales,nativa,Sarcophagidae_5sw,,Sarcophagidae,Diptera,1,Smith-Ramírez et al (2014)
Eucryphia_cordifolia,Eucryphia,Cunoniaceae,Oxalidales,nativa,Scirtidae_7cf,,Scirtidae,Coleoptera,1,Smith-Ramirez et al (2005)
Eucryphia_cordifolia,Eucryphia,Cunoniaceae,Oxalidales,nativa,Scirtidae_1sw,,Scirtidae,Coleoptera,1,Smith-Ramírez et al (2014)
Eucryphia_cordifolia,Eucryphia,Cunoniaceae,Oxalidales,nativa,Scirtidae_8cf,,Scirtidae,Coleoptera,1,Smith-Ramirez et al (2005)
Eucryphia_cordifolia,Eucryphia,Cunoniaceae,Oxalidales,nativa,Scirtidae_2sw,,Scirtidae,Coleoptera,1,Smith-Ramírez et al (2014)
Eucryphia_cordifolia,Eucryphia,Cunoniaceae,Oxalidales,nativa,Scirtidae_3sw,,Scirtidae,Coleoptera,1,Smith-Ramírez et al (2014)
Eucryphia_cordifolia,Eucryphia,Cunoniaceae,Oxalidales,nativa,Scirtidae_4sw,,Scirtidae,Coleoptera,1,Smith-Ramírez et al (2014)
Eucryphia_cordifolia,Eucryphia,Cunoniaceae,Oxalidales,nativa,Scirtidae_5sw,,Scirtidae,Coleoptera,1,Smith-Ramírez et al (2014)
Eucryphia_cordifolia,Eucryphia,Cunoniaceae,Oxalidales,nativa,Scirtidae_6sw,,Scirtidae,Coleoptera,1,Smith-Ramírez et al (2014)
Eucryphia_cordifolia,Eucryphia,Cunoniaceae,Oxalidales,nativa,Staphylinidae_1sw,,Staphylinidae,Coleoptera,1,Smith-Ramírez et al (2014)
Eucryphia_cordifolia,Eucryphia,Cunoniaceae,Oxalidales,nativa,Staphylinidae_2sw,,Staphylinidae,Coleoptera,1,Smith-Ramírez et al (2014)
Eucryphia_cordifolia,Eucryphia,Cunoniaceae,Oxalidales,nativa,Staphylinidae_3sw,,Staphylinidae,Coleoptera,1,Smith-Ramírez et al (2014)
Eucryphia_cordifolia,Eucryphia,Cunoniaceae,Oxalidales,nativa,Staphylinidae_4sw,,Staphylinidae,Coleoptera,1,Smith-Ramírez et al (2014)
Eucryphia_cordifolia,Eucryphia,Cunoniaceae,Oxalidales,nativa,Staphylinidae_5sw,,Staphylinidae,Coleoptera,1,Smith-Ramírez et al (2014)
Eucryphia_cordifolia,Eucryphia,Cunoniaceae,Oxalidales,nativa,Staphylinidae_6sw,,Staphylinidae,Coleoptera,1,Smith-Ramírez et al (2014)
Eucryphia_cordifolia,Eucryphia,Cunoniaceae,Oxalidales,nativa,Stratiomylidae_1sw,,Stratiomyiidae,Coleoptera,1,Smith-Ramírez et al (2014)
Eucryphia_cordifolia,Eucryphia,Cunoniaceae,Oxalidales,nativa,Tachinidae_1sw,,Tachinidae,Diptera,1,Smith-Ramírez et al (2014)
Eucryphia_cordifolia,Eucryphia,Cunoniaceae,Oxalidales,nativa,Tachinidae_2sw,,Tachinidae,Diptera,1,Smith-Ramírez et al (2014)
Eucryphia_cordifolia,Eucryphia,Cunoniaceae,Oxalidales,nativa,Vespidae_1cf,,Vespidae,Hymenoptera,1,Smith-Ramirez et al (2005)
Eucryphia_cordifolia,Eucryphia,Cunoniaceae,Oxalidales,nativa,Vespidae_1sw,,Vespidae,Hymenoptera,1,Smith-Ramírez et al (2014)
Eucryphia_cordifolia,Eucryphia,Cunoniaceae,Oxalidales,nativa,Vespidae_2cf,,Vespidae,Hymenoptera,1,Smith-Ramirez et al (2005)
Eulychnia_acida,Eulychnia,Cactaceae,Caryophyllales,endemica,Alloscirtetica_lanosa,Alloscirtetica,Apidae,Hymenoptera,1,Vivallo (2003)
Eupatorium_gleconophyllum,Eupatorium,Asteraceae,Asterales,nativa,Alloscirtetica_tristigata,Alloscirtetica,Apidae,Hymenoptera,1,Vivallo (2003)
Eupatorium_salvium,Eupatorium,Asteraceae,Asterales,endemica,Alloscirtetica_tristigata,Alloscirtetica,Apidae,Hymenoptera,1,Vivallo (2003)
Euphorbia_portulacoides,Euphorbia,Euphorbiaceae,Malpighiales,nativa,Scaeva_melanostoma,Scaeva,Syrphidae,Diptera,1,"Arroyo et al (1982), Arroyo et al (1985)"
Euphorbia_portulacoides,Euphorbia,Euphorbiaceae,Malpighiales,nativa,Tabanidae_2,,Tabanidae,Diptera,1,"Arroyo et al (1982), Arroyo et al (1985)"
Euphorbia_portulacoides,Euphorbia,Euphorbiaceae,Malpighiales,nativa,Tachinidae_2,,Tachinidae,Diptera,1,"Arroyo et al (1982), Arroyo et al (1985)"
Euphorbia_portulacoides,Euphorbia,Euphorbiaceae,Malpighiales,nativa,Vespidae_2,,Vespidae,Hymenoptera,1,"Arroyo et al (1982), Arroyo et al (1985)"
Fuchsia_lycioides,Fuchsia,Onagraceae,Myrtales,endemica,Apis_melifera,Apis,Apidae,Hymenoptera,1,Atsatt & Rundel (1982)
Fuchsia_lycioides,Fuchsia,Onagraceae,Myrtales,endemica,Apis_melifera,Apis,Apidae,Hymenoptera,1,Atsatt & Rundel (1982)
Fuchsia_lycioides,Fuchsia,Onagraceae,Myrtales,endemica,Rhodopis_vesper,Rhodopis,Trochilidae,Caprimulgiformes,1,Atsatt & Rundel (1982)
Fuchsia_lycioides,Fuchsia,Onagraceae,Myrtales,endemica,Rhodopis_vesper,Rhodopis,Trochilidae,Caprimulgiformes,1,Atsatt & Rundel (1982)
Fuchsia_magellanica,Fuchsia,Onagraceae,Myrtales,nativa,Bombus_dahlbomii,Bombus,Apidae,Hymenoptera,1,Valdivia et al (2016)
Fuchsia_magellanica,Fuchsia,Onagraceae,Myrtales,nativa,Bombus_terrestris,Bombus,Apidae,Hymenoptera,1,Valdivia et al (2016)
Fuchsia_magellanica,Fuchsia,Onagraceae,Myrtales,nativa,Sephanoides_sephaniodes,Sephanoides,Trochilidae,Caprimulgiformes,1,Valdivia et al (2016)
Gardoquia_gilliesii,Gardoquia,Lamiaceae,Lamiales,endemica,Alloscirtetica_gayi,Alloscirtetica,Apidae,Hymenoptera,1,Vivallo (2003)
Gaultheria_mucronata,Gaultheria,Ericaceae,Ericales,nativa,Scaptia_1cf,Scaptia,Tabanidae,Diptera,1,Smith-Ramirez et al (2005)
Gaultheria_mucronata,Gaultheria,Ericaceae,Ericales,nativa,Tachinidae_1cf,,Tachinidae,Diptera,1,Smith-Ramirez et al (2005)
Gaultheria_phillyreifolia,Gaultheria,Ericaceae,Ericales,nativa,Apis_melifera,Apis,Apidae,Hymenoptera,1,Smith-Ramirez et al (2005)
Gaultheria_phillyreifolia,Gaultheria,Ericaceae,Ericales,nativa,Bombus_dahlbomii,Bombus,Apidae,Hymenoptera,1,Smith-Ramirez et al (2005)
Gaultheria_phillyreifolia,Gaultheria,Ericaceae,Ericales,nativa,Cadeguala_albopilosa,Cadeguala,Colletidae,Hymenoptera,1,Smith-Ramirez et al (2005)
Gaultheria_phillyreifolia,Gaultheria,Ericaceae,Ericales,nativa,Corynura_patagonica,Corynura,Halictidae,Hymenoptera,1,Smith-Ramirez et al (2005)
Geoffroea_decorticans,Geoffroea,Fabaceae,Fabales,nativa,Alloscirtetica_gayi,Alloscirtetica,Apidae,Hymenoptera,1,Vivallo (2003)
Geoffroea_decorticans,Geoffroea,Fabaceae,Fabales,nativa,Alloscirtetica_rufitarsis,Alloscirtetica,Apidae,Hymenoptera,1,Vivallo (2003)
Geoffroea_decorticans,Geoffroea,Fabaceae,Fabales,nativa,Alloscirtetica_valparadisaea,Alloscirtetica,Apidae,Hymenoptera,1,Vivallo (2003)
Geranium_sp,Geranium,Geraniaceae,Geraniales,introducida,Bombus_terrestris,Bombus,Apidae,Hymenoptera,1,Ruz & Herrera (2001)
Gevuina_avellana,Gevuina,Proteaceae,Proteales,nativa,Allograpta_pulchra,Allograpta,Syrphidae,Diptera,1,Smith-Ramirez et al (2005)
Gevuina_avellana,Gevuina,Proteaceae,Proteales,nativa,Apis_melifera,Apis,Apidae,Hymenoptera,1,Smith-Ramirez et al (2005)
Gevuina_avellana,Gevuina,Proteaceae,Proteales,nativa,Cadeguala_albopilosa,Cadeguala,Colletidae,Hymenoptera,1,Smith-Ramirez et al (2005)
Gevuina_avellana,Gevuina,Proteaceae,Proteales,nativa,Codeguala_occidentalis,Cadeguala,Colletidae,Hymenoptera,1,Smith-Ramirez et al (2005)
Gevuina_avellana,Gevuina,Proteaceae,Proteales,nativa,Caenohalictus_monilicornis,Caenohalictus,Halictidae,Hymenoptera,1,Smith-Ramirez et al (2005)
Gevuina_avellana,Gevuina,Proteaceae,Proteales,nativa,Corynura_chloris,Corynura,Halictidae,Hymenoptera,1,Smith-Ramirez et al (2005)
Gevuina_avellana,Gevuina,Proteaceae,Proteales,nativa,Eristalis_tenax,Eristalis,Syrphidae,Diptera,1,Smith-Ramirez et al (2005)
Gevuina_avellana,Gevuina,Proteaceae,Proteales,nativa,Fannia_4cf,Fannia,Fanniidae,Coleoptera,1,Smith-Ramirez et al (2005)
Gevuina_avellana,Gevuina,Proteaceae,Proteales,nativa,Fannia_5cf,Fannia,Fanniidae,Coleoptera,1,Smith-Ramirez et al (2005)
Gevuina_avellana,Gevuina,Proteaceae,Proteales,nativa,Malanostoma_4cf,Melanostoma,Syrphidae,Diptera,1,Smith-Ramirez et al (2005)
Gevuina_avellana,Gevuina,Proteaceae,Proteales,nativa,Aleocharinae_2cf,,Aleocharinae,Coleoptera,1,Smith-Ramirez et al (2005)
