plant_species,plant_genera,plant_family,plant_order,plant_origin,animal_species,animal_genera,animal_family,animal_order,interaction_frequency,reference
Bomarea_salsilla,Bomarea,Alstroemeriaceae,Liliales,nativa,Bombus_dahlbomii,Bombus,Apidae,Hymenoptera,1,"Valdivia et al (2011), Valdivia & Simonetti (2018)"
Bomarea_salsilla,Bomarea,Alstroemeriaceae,Liliales,nativa,Bombus_terrestris,Bombus,Apidae,Hymenoptera,1,"Valdivia et al (2011), Valdivia & Simonetti (2018)"
Bomarea_salsilla,Bomarea,Alstroemeriaceae,Liliales,nativa,Manuelia_gayatina,Manuelia,Apidae,Hymenoptera,1,"Valdivia et al (2011), Valdivia & Simonetti (2018)"
Bomarea_salsilla,Bomarea,Alstroemeriaceae,Liliales,nativa,Mathania_leucothea,Mathania,Pieridae,Lepidoptera,1,"Valdivia et al (2011), Valdivia & Simonetti (2018)"
Bomarea_salsilla,Bomarea,Alstroemeriaceae,Liliales,nativa,Sephanoides_sephaniodes,Sephanoides,Trochilidae,Caprimulgiformes,1,"Valdivia et al (2011), Valdivia & Simonetti (2018)"
Bowlesia_tropaeolifolia,Bowlesia,Apiaceae,Apiales,nativa,Scaeva_melanostoma,Scaeva,Syrphidae,Diptera,1,"Arroyo et al (1982), Arroyo et al (1985)"
Bowlesia_tropaeolifolia,Bowlesia,Apiaceae,Apiales,nativa,Sarcophagidae_2,,Sarcophagidae,Diptera,1,"Arroyo et al (1982), Arroyo et al (1985)"
Caesalpinia_angulata,Caesalpinia,Fabaceae,Fabales,endemica,Alloscirtetica_rufitarsis,Alloscirtetica,Apidae,Hymenoptera,1,Vivallo (2003)
Caiophora_coronata,Caiophora,Loasaceae,Cornales,nativa,Anthidium_2,Anthidium,Megachilidae,Hymenoptera,1,"Arroyo et al (1982), Arroyo et al (1985)"
Caiophora_coronata,Caiophora,Loasaceae,Cornales,nativa,Bombus_dahlbomii,Bombus,Apidae,Hymenoptera,1,"Arroyo et al (1982), Arroyo et al (1985)"
Caiophora_coronata,Caiophora,Loasaceae,Cornales,nativa,Trochilidae_2,,Trochilidae,Caprimulgiformes,1,"Arroyo et al (1982), Arroyo et al (1985)"
Calandrinia_affinis,Calandrinia,Montiaceae,Caryophyllales,nativa,Caenohalictus_2,Caenohalictus,Halictidae,Hymenoptera,1,"Arroyo et al (1982), Arroyo et al (1985)"
Calandrinia_affinis,Calandrinia,Montiaceae,Caryophyllales,nativa,Habromyia_lipoflava,Habromyia,Syrphidae,Diptera,1,"Arroyo et al (1982), Arroyo et al (1985)"
Calandrinia_affinis,Calandrinia,Montiaceae,Caryophyllales,nativa,Hypodinerus_2,Hypodynerus,Vespidae,Hymenoptera,1,"Arroyo et al (1982), Arroyo et al (1985)"
Calandrinia_affinis,Calandrinia,Montiaceae,Caryophyllales,nativa,Phulia_nymphula,Phulia,Pieridae,Lepidoptera,1,"Arroyo et al (1982), Arroyo et al (1985)"
Calandrinia_affinis,Calandrinia,Montiaceae,Caryophyllales,nativa,Prosopochaeta_2,Prosopochaeta,Tachinidae,Diptera,1,"Arroyo et al (1982), Arroyo et al (1985)"
Calandrinia_affinis,Calandrinia,Montiaceae,Caryophyllales,nativa,Scaeva_melanostoma,Scaeva,Syrphidae,Diptera,1,"Arroyo et al (1982), Arroyo et al (1985)"
Calandrinia_affinis,Calandrinia,Montiaceae,Caryophyllales,nativa,Villa_22,Villa,Bombyliidae,Diptera,1,"Arroyo et al (1982), Arroyo et al (1985)"
Calandrinia_affinis,Calandrinia,Montiaceae,Caryophyllales,nativa,Agromyzidae_2,,Agromyzidae,Diptera,1,"Arroyo et al (1982), Arroyo et al (1985)"
Calandrinia_affinis,Calandrinia,Montiaceae,Caryophyllales,nativa,Anthomyiidae_2,,Anthomyiidae,Diptera,1,"Arroyo et al (1982), Arroyo et al (1985)"
Calandrinia_caespitosa,Calandrinia,Montiaceae,Caryophyllales,nativa,Diptera_2,,,Diptera,1,"Arroyo et al (1982), Arroyo et al (1985)"
Calandrinia_compacta,Calandrinia,Montiaceae,Caryophyllales,nativa,Diptera_2,,,Diptera,1,"Arroyo et al (1982), Arroyo et al (1985)"
Calandrinia_picta,Calandrinia,Montiaceae,Caryophyllales,nativa,Diptera_2,,,Diptera,1,"Arroyo et al (1982), Arroyo et al (1985)"
Calceolaria_arachnoidea,Calceolaria,Calceolariaceae,Lamiales,endemica,Bombus_terrestris,Bombus,Apidae,Hymenoptera,1,Murúa et al (2014)
Calceolaria_arachnoidea,Calceolaria,Calceolariaceae,Lamiales,endemica,Centris_nigerrima,Centris,Apidae,Hymenoptera,1,Murúa et al (2017)
Calceolaria_arachnoidea,Calceolaria,Calceolariaceae,Lamiales,endemica,Centris_nigerrima,Centris,Apidae,Hymenoptera,1,Murúa & Espíndola (2015)
Calceolaria_arachnoidea,Calceolaria,Calceolariaceae,Lamiales,endemica,Centris_nigerrima,Centris,Apidae,Hymenoptera,1,Murúa et al (2014)
Calceolaria_arachnoidea,Calceolaria,Scrophulariaceae,Lamiales,endemica,Centris_nigerrima,Centris,Apidae,Hymenoptera,1,"Arroyo et al (1982), Arroyo et al (1985)"
Calceolaria_arachnoidea,Calceolaria,Calceolariaceae,Lamiales,endemica,Chalepogenus_herbsti,Chalepogenus,Apidae,Hymenoptera,1,Murúa et al (2017)
Calceolaria_arachnoidea,Calceolaria,Calceolariaceae,Lamiales,endemica,Chalepogenus_1z,Chalepogenus,Apidae,Hymenoptera,1,Murúa et al (2014)
Calceolaria_arachnoidea,Calceolaria,Calceolariaceae,Lamiales,endemica,Megachile_semirufa,Megachile,Megachilidae,Hymenoptera,1,Murúa et al (2017)
Calceolaria_arachnoidea,Calceolaria,Calceolariaceae,Lamiales,endemica,Megachile_semirufa,Megachile,Megachilidae,Hymenoptera,1,Murúa et al (2014)
Calceolaria_biflora,Calceolaria,Scrophulariaceae,Lamiales,nativa,Centris_nigerrima,Centris,Apidae,Hymenoptera,1,"Arroyo et al (1982), Arroyo et al (1985)"
Calceolaria_biflora,Calceolaria,Calceolariaceae,Lamiales,nativa,Megachile_semirufa,Megachile,Megachilidae,Hymenoptera,1,Murúa & Espíndola (2015)
Calceolaria_cana,Calceolaria,Calceolariaceae,Lamiales,endemica,Anthidium_1x,Anthidium,Megachilidae,Hymenoptera,1,Murúa & Espíndola (2015)
Calceolaria_cana,Calceolaria,Scrophulariaceae,Lamiales,endemica,Centris_2,Centris,Apidae,Hymenoptera,1,"Arroyo et al (1982), Arroyo et al (1985)"
Calceolaria_cavanillesii,Calceolaria,Calceolariaceae,Lamiales,nativa,Centris_chilensis,Centris,Apidae,Hymenoptera,1,Murúa (2020)
Calceolaria_corymbosa,Calceolaria,Calceolariaceae,Lamiales,endemica,Centris_nigerrima,Centris,Apidae,Hymenoptera,1,Murúa & Espíndola (2015)
Calceolaria_corymbosa,Calceolaria,Scrophulariaceae,Lamiales,endemica,Centris_nigerrima,Centris,Apidae,Hymenoptera,1,"Arroyo et al (1982), Arroyo et al (1985)"
Calceolaria_corymbosa,Calceolaria,Calceolariaceae,Lamiales,endemica,Chalepogenus_caeruleus,Chalepogenus,Apidae,Hymenoptera,1,Murúa & Espíndola (2015)
Calceolaria_corymbosa,Calceolaria,Scrophulariaceae,Lamiales,endemica,Megachile_2,Megachile,Megachilidae,Hymenoptera,1,"Arroyo et al (1982), Arroyo et al (1985)"
Calceolaria_crenatiflora,Calceolaria,Calceolariaceae,Lamiales,nativa,Bombus_terrestris,Bombus,Apidae,Hymenoptera,1,Murúa & Espíndola (2015)
Calceolaria_filicaulis,Calceolaria,Calceolariaceae,Lamiales,nativa,Bombus_terrestris,Bombus,Apidae,Hymenoptera,1,Murúa et al (2014)
Calceolaria_filicaulis,Calceolaria,Calceolariaceae,Lamiales,nativa,Centris_nigerrima,Centris,Apidae,Hymenoptera,1,Murúa & Espíndola (2015)
Calceolaria_filicaulis,Calceolaria,Calceolariaceae,Lamiales,nativa,Chalepogenus_caeruleus,Chalepogenus,Apidae,Hymenoptera,1,Murúa & Espíndola (2015)
Calceolaria_filicaulis,Calceolaria,Calceolariaceae,Lamiales,nativa,Chalepogenus_caeruleus,Chalepogenus,Apidae,Hymenoptera,1,Murúa et al (2014)
Calceolaria_filicaulis,Calceolaria,Calceolariaceae,Lamiales,nativa,Chalepogenus_caeruleus,Chalepogenus,Apidae,Hymenoptera,1,Murúa et al (2017)
Calceolaria_filicaulis,Calceolaria,Calceolariaceae,Lamiales,nativa,Chalepogenus_caeruleus,Chalepogenus,Apidae,Hymenoptera,1,Murúa & Espíndola (2015)
Calceolaria_filicaulis,Calceolaria,Calceolariaceae,Lamiales,nativa,Chalepogenus_subcaeruleus,Chalepogenus,Apidae,Hymenoptera,1,Murúa (2020)
Calceolaria_paralia ,Calceolaria,Calceolariaceae,Lamiales,endemica,Centris_nigerrima,Centris,Apidae,Hymenoptera,1,Murúa & Espíndola (2015)
Calceolaria_purpurea,Calceolaria,Calceolariaceae,Lamiales,endemica,Centris_nigerrima,Centris,Apidae,Hymenoptera,1,Murúa & Espíndola (2015)
Calceolaria_purpurea,Calceolaria,Calceolariaceae,Lamiales,endemica,Chalepogenus_1x,Chalepogenus,Apidae,Hymenoptera,1,Murúa & Espíndola (2015)
Calceolaria_valdiviana,Calceolaria,Calceolariaceae,Lamiales,nativa,Chalepogenus_caeruleus,Chalepogenus,Apidae,Hymenoptera,1,Murúa & Espíndola (2015)
Caldcluvia_paniculata,Cladcluvia,Cunoniaceae,Oxalidales,nativa,Apis_melifera,Apis,Apidae,Hymenoptera,1,Smith-Ramirez et al (2005)
Caldcluvia_paniculata,Cladcluvia,Cunoniaceae,Oxalidales,nativa,Bombus_dahlbomii,Bombus,Apidae,Hymenoptera,1,Smith-Ramirez et al (2005)
Caldcluvia_paniculata,Cladcluvia,Cunoniaceae,Oxalidales,nativa,Malanostoma_1cf,Melanostoma,Syrphidae,Diptera,1,Smith-Ramirez et al (2005)
Caldcluvia_paniculata,Cladcluvia,Cunoniaceae,Oxalidales,nativa,Malanostoma_4cf,Melanostoma,Syrphidae,Diptera,1,Smith-Ramirez et al (2005)
Caldcluvia_paniculata,Cladcluvia,Cunoniaceae,Oxalidales,nativa,Mordella_1cf,Mordella,Ripiphoridae,Coleoptera,1,Smith-Ramirez et al (2005)
Caldcluvia_paniculata,Cladcluvia,Cunoniaceae,Oxalidales,nativa,Morphodexia_1cf,Morphodexia,Tachinidae,Diptera,1,Smith-Ramirez et al (2005)
Caldcluvia_paniculata,Cladcluvia,Cunoniaceae,Oxalidales,nativa,Peleteria_filipalpis,Peleteria,Tachinidae,Diptera,1,Smith-Ramirez et al (2005)
Caldcluvia_paniculata,Cladcluvia,Cunoniaceae,Oxalidales,nativa,Aleocharinae_1cf,,Aleocharinae,Coleoptera,1,Smith-Ramirez et al (2005)
Caldcluvia_paniculata,Cladcluvia,Cunoniaceae,Oxalidales,nativa,Lauxaniidae_1cf,,Lauxaniidae,Diptera,1,Smith-Ramirez et al (2005)
Caldcluvia_paniculata,Cladcluvia,Cunoniaceae,Oxalidales,nativa,Lauxaniidae_2cf,,Lauxaniidae,Diptera,1,Smith-Ramirez et al (2005)
Caldcluvia_paniculata,Cladcluvia,Cunoniaceae,Oxalidales,nativa,Mordellidae_2cf,,Mordellidae,Coleoptera,1,Smith-Ramirez et al (2005)
Caldcluvia_paniculata,Cladcluvia,Cunoniaceae,Oxalidales,nativa,Mordellidae_5cf,,Mordellidae,Coleoptera,1,Smith-Ramirez et al (2005)
Caldcluvia_paniculata,Cladcluvia,Cunoniaceae,Oxalidales,nativa,Pompilidae_1cf,,Pompilidae,Hymenoptera,1,Smith-Ramirez et al (2005)
Caldcluvia_paniculata,Cladcluvia,Cunoniaceae,Oxalidales,nativa,Syrphidae_1cf,,Syrphidae,Diptera,1,Smith-Ramirez et al (2005)
Caldcluvia_paniculata,Cladcluvia,Cunoniaceae,Oxalidales,nativa,Vespidae_1cf,,Vespidae,Hymenoptera,1,Smith-Ramirez et al (2005)
Cardamine_cordata,Cardamine,Brassicaceae,Brassicales,nativa,Diptera_2,,,Diptera,1,"Arroyo et al (1982), Arroyo et al (1985)"
Carduus_pycnocephalus,Carduus,Asteraceae,Asterales,introducida,Auca_coctei,Auca,Nymphalidae,Lepidoptera,1,Molina-Montenegro et al (2008)
Carduus_pycnocephalus,Carduus,Asteraceae,Asterales,introducida,Bombus_dahlbomii,Bombus,Apidae,Hymenoptera,1,Molina-Montenegro et al (2008)
Carduus_pycnocephalus,Carduus,Asteraceae,Asterales,introducida,Hylephila_fasciolata,Hylephila,Hesperiidae,Lepidoptera,1,Molina-Montenegro et al (2008)
Centaurea_chilensis,Centaurea,Asteraceae,Asterales,endemica,Alloscirtetica_lanosa,Alloscirtetica,Apidae,Hymenoptera,1,Vivallo (2003)
Cerastium_arvense,Cerastium,Caryophyllaceae,Caryophyllales,introducida,Bombus_dahlbomii,Bombus,Apidae,Hymenoptera,1,"Arroyo et al (1982), Arroyo et al (1985)"
Cerastium_arvense,Cerastium,Caryophyllaceae,Caryophyllales,introducida,Caenohalictus_2,Caenohalictus,Halictidae,Hymenoptera,1,"Arroyo et al (1982), Arroyo et al (1985)"
Cerastium_arvense,Cerastium,Caryophyllaceae,Caryophyllales,introducida,Habromyia_lipoflava,Habromyia,Syrphidae,Diptera,1,"Arroyo et al (1982), Arroyo et al (1985)"
Cerastium_arvense,Cerastium,Caryophyllaceae,Caryophyllales,introducida,Hypodinerus_2,Hypodynerus,Vespidae,Hymenoptera,1,"Arroyo et al (1982), Arroyo et al (1985)"
Cerastium_arvense,Cerastium,Caryophyllaceae,Caryophyllales,introducida,Pseudolucia_chilensis,Pseudolucia,Lycaenidae,Lepidoptera,1,"Arroyo et al (1982), Arroyo et al (1985)"
Cerastium_arvense,Cerastium,Caryophyllaceae,Caryophyllales,introducida,Scaeva_melanostoma,Scaeva,Syrphidae,Diptera,1,"Arroyo et al (1982), Arroyo et al (1985)"
Cerastium_arvense,Cerastium,Caryophyllaceae,Caryophyllales,introducida,Bibionidae_2,,Bibionidae,Diptera,1,"Arroyo et al (1982), Arroyo et al (1985)"
Cerastium_arvense,Cerastium,Caryophyllaceae,Caryophyllales,introducida,Bombyliidae_2,,Bombyliidae,Diptera,1,"Arroyo et al (1982), Arroyo et al (1985)"
Cerastium_arvense,Cerastium,Caryophyllaceae,Caryophyllales,introducida,Tachinidae_2,,Tachinidae,Diptera,1,"Arroyo et al (1982), Arroyo et al (1985)"
Cerastium_arvense,Cerastium,Caryophyllaceae,Caryophyllales,introducida,Diptera_2,,,Diptera,1,"Arroyo et al (1982), Arroyo et al (1985)"
Cerastium_arvense,Cerastium,Caryophyllaceae,Caryophyllales,introducida,Diptera_2,,,Diptera,1,"Arroyo et al (1982), Arroyo et al (1985)"
Cerastium_humifusum,Cerastium,Caryophyllaceae,Caryophyllales,nativa,Diptera_2,,,Diptera,1,"Arroyo et al (1982), Arroyo et al (1985)"
Chaetanthera_euphrasioides,Chaetanthera,Asteraceae,Asterales,nativa,Caenohalictus_2,Caenohalictus,Halictidae,Hymenoptera,1,"Arroyo et al (1982), Arroyo et al (1985)"
Chaetanthera_euphrasioides,Chaetanthera,Asteraceae,Asterales,nativa,Lyophlaeba_lugubris,Lyophlaeba,Bombyliidae,Diptera,1,"Arroyo et al (1982), Arroyo et al (1985)"
Chaetanthera_euphrasioides,Chaetanthera,Asteraceae,Asterales,nativa,Scaeva_melanostoma,Scaeva,Syrphidae,Diptera,1,"Arroyo et al (1982), Arroyo et al (1985)"
Chaetanthera_euphrasioides,Chaetanthera,Asteraceae,Asterales,nativa,Spathipalpus_philippii,Spathipalpus,Tachinidae,Diptera,1,"Arroyo et al (1982), Arroyo et al (1985)"
Chaetanthera_euphrasioides,Chaetanthera,Asteraceae,Asterales,nativa,Villa_arenaria,Villa,Bombyliidae,Diptera,1,"Arroyo et al (1982), Arroyo et al (1985)"
Chaetanthera_euphrasioides,Chaetanthera,Asteraceae,Asterales,nativa,Villa_flavicrura,Villa,Bombyliidae,Diptera,1,"Arroyo et al (1982), Arroyo et al (1985)"
Chaetanthera_euphrasioides,Chaetanthera,Asteraceae,Asterales,nativa,Villa_semifucata,Villa,Bombyliidae,Diptera,1,"Arroyo et al (1982), Arroyo et al (1985)"
Chaetanthera_euphrasioides,Chaetanthera,Asteraceae,Asterales,nativa,Villa_21,Villa,Bombyliidae,Diptera,1,"Arroyo et al (1982), Arroyo et al (1985)"
Chaetanthera_euphrasioides,Chaetanthera,Asteraceae,Asterales,nativa,Villa_22,Villa,Bombyliidae,Diptera,1,"Arroyo et al (1982), Arroyo et al (1985)"
Chaetanthera_euphrasioides,Chaetanthera,Asteraceae,Asterales,nativa,Andrenidae_3,,Andrenidae,Hymenoptera,1,Arroyo et al (2006)
Chaetanthera_euphrasioides,Chaetanthera,Asteraceae,Asterales,nativa,Bombyliidae_3,,Bombyliidae,Diptera,1,Arroyo et al (2006)
Chaetanthera_flabellata,Chaetanthera,Asteraceae,Asterales,endemica,Faunula_leucoglene,Faunula,Nymphalidae,Lepidoptera,1,"Arroyo et al (1982), Arroyo et al (1985)"
Chaetanthera_microphylla,Chaetanthera,Asteraceae,Asterales,nativa,Faunula_leucoglene,Faunula,Nymphalidae,Lepidoptera,1,"Arroyo et al (1982), Arroyo et al (1985)"
Chaetanthera_microphylla,Chaetanthera,Asteraceae,Asterales,nativa,Scaeva_melanostoma,Scaeva,Syrphidae,Diptera,1,"Arroyo et al (1982), Arroyo et al (1985)"
Chaetanthera_renifolia,Chaetanthera,Asteraceae,Asterales,endemica,Arthrobrachus_1zc,Arthrobrachus,Melyridae,Coleoptera,1,Torres-Díaz et al (2011)
Chaetanthera_renifolia,Chaetanthera,Asteraceae,Asterales,endemica,Faunula_leucoglene,Faunula,Nymphalidae,Lepidoptera,1,Torres-Díaz et al (2011)
Chaetanthera_renifolia,Chaetanthera,Asteraceae,Asterales,endemica,Liphanthus_1zc,Liphanthus,Andrenidae,Hymenoptera,1,Torres-Díaz et al (2011)
Chaetanthera_renifolia,Chaetanthera,Asteraceae,Asterales,endemica,Lyophlaeba_1zc,Lyophlaeba,Bombyliidae,Diptera,1,Torres-Díaz et al (2011)
Chaetanthera_renifolia,Chaetanthera,Asteraceae,Asterales,endemica,Megachile_1zc,Megachile,Megachilidae,Hymenoptera,1,Torres-Díaz et al (2011)
Chaetanthera_renifolia,Chaetanthera,Asteraceae,Asterales,endemica,Scaeva_melanostoma,Scaeva,Syrphidae,Diptera,1,Torres-Díaz et al (2011)
Chaetanthera_renifolia,Chaetanthera,Asteraceae,Asterales,endemica,Sericosoma_irwini,Sericosoma,Bombyliidae,Diptera,1,Torres-Díaz et al (2011)
Chaetanthera_renifolia,Chaetanthera,Asteraceae,Asterales,endemica,Tachinidae_1zc,Tachinidae,Tachinidae,Diptera,1,Torres-Díaz et al (2011)
Chaetanthera_renifolia,Chaetanthera,Asteraceae,Asterales,endemica,Tachinidae_1zc,Tachinidae,Tachinidae,Diptera,1,Torres-Díaz et al (2011)
Chaetanthera_renifolia,Chaetanthera,Asteraceae,Asterales,endemica,Triploechus_bellus,Triploechus,Bombyliidae,Diptera,1,Torres-Díaz et al (2011)
Chaetanthera_renifolia,Chaetanthera,Asteraceae,Asterales,endemica,Villa_semifucata,Villa,Bombyliidae,Diptera,1,Torres-Díaz et al (2011)
Chaetanthera_renifolia,Chaetanthera,Asteraceae,Asterales,endemica,Villa_semifucata,Villa,Bombyliidae,Diptera,1,Torres-Díaz et al (2011)
Chaetanthera_renifolia,Chaetanthera,Asteraceae,Asterales,endemica,Villa_semifucata,Villa,Bombyliidae,Diptera,1,Torres-Díaz et al (2011)
Chaetanthera_renifolia,Chaetanthera,Asteraceae,Asterales,endemica,Villa_1zc,Villa,Bombyliidae,Diptera,1,Torres-Díaz et al (2011)
Chaetanthera_renifolia,Chaetanthera,Asteraceae,Asterales,endemica,Yramea_lathonoides,Yramea ,Nymphalidae,Lepidoptera,1,Torres-Díaz et al (2011)
Chloraea_bletioides,Chloraea,Orchidaceae,Asparagales,endemica,Arctodium_vulpinum,Arctodium,Scarabaeidae,Coleoptera,1,Humaña et al (2008)
Chloraea_bletioides,Chloraea,Orchidaceae,Asparagales,endemica,Bombus_dahlbomii,Bombus,Apidae,Hymenoptera,1,Humaña et al (2008)
Chloraea_bletioides,Chloraea,Orchidaceae,Asparagales,endemica,Mycteromyia_conica,Mycteromyia,Tabanidae,Diptera,1,Humaña et al (2008)
Chloraea_crispa,Chloraea,Orchidaceae,Asparagales,endemica,Bombus_dahlbomii,Bombus,Apidae,Hymenoptera,1,Humaña et al (2008)
Chloraea_crispa,Chloraea,Orchidaceae,Asparagales,endemica,Halictidae_1l,,Halictidae,Hymenoptera,1,Humaña et al (2008)
Chloraea_lamellata,Chloraea,Orchidaceae,Asparagales,endemica,Corynura_chloris,Corynura,Halictidae,Hymenoptera,1,Lehnebach & Riveros (2003)
Chloraea_lamellata,Chloraea,Orchidaceae,Asparagales,endemica,Ruizantheda_proxima,Ruizantheda,Halictidae,Hymenoptera,1,Lehnebach & Riveros (2003)
Chloraea_lamellata,Chloraea,Orchidaceae,Asparagales,endemica,Sarcophagidae_1p,,Sarcophagidae,Diptera,1,Lehnebach & Riveros (2003)
Chrysanthemum_sp,Chrysanthemum,Asteraceae,Asterales,introducida,Bombus_terrestris,Bombus,Apidae,Hymenoptera,1,Ruz & Herrera (2001)
Chuquiraga_oppositifolia,Chuquiraga,Asteraceae,Asterales,nativa,Anthidium_funereum,Anthidium,Megachilidae,Hymenoptera,1,"Arroyo et al (1982), Arroyo et al (1985)"
Chuquiraga_oppositifolia,Chuquiraga,Asteraceae,Asterales,nativa,Argyrophorus_chiliensis,Argyrophorus,Nymphalidae,Lepidoptera,1,Muñoz & Arroyo (2004)
Chuquiraga_oppositifolia,Chuquiraga,Asteraceae,Asterales,nativa,Argyrophorus_chiliensis,Argyrophorus,Nymphalidae,Lepidoptera,1,Muñoz et al (2005)
Chuquiraga_oppositifolia,Chuquiraga,Asteraceae,Asterales,nativa,Auca_coctei,Auca,Nymphalidae,Lepidoptera,1,"Arroyo et al (1982), Arroyo et al (1985)"
Chuquiraga_oppositifolia,Chuquiraga,Asteraceae,Asterales,nativa,Bombus_dahlbomii,Bombus,Apidae,Hymenoptera,1,Muñoz & Arroyo (2004)
Chuquiraga_oppositifolia,Chuquiraga,Asteraceae,Asterales,nativa,Bombus_dahlbomii,Bombus,Apidae,Hymenoptera,1,"Arroyo et al (1982), Arroyo et al (1985)"
Chuquiraga_oppositifolia,Chuquiraga,Asteraceae,Asterales,nativa,Bombus_dahlbomii,Bombus,Apidae,Hymenoptera,1,"Arroyo et al (1982), Arroyo et al (1985)"
Chuquiraga_oppositifolia,Chuquiraga,Asteraceae,Asterales,nativa,Bombus_dahlbomii,Bombus,Apidae,Hymenoptera,1,Muñoz et al (2005)
Chuquiraga_oppositifolia,Chuquiraga,Asteraceae,Asterales,nativa,Andinus_venustus,Bombus,Apidae,Hymenoptera,1,"Arroyo et al (1982), Arroyo et al (1985)"
Chuquiraga_oppositifolia,Chuquiraga,Asteraceae,Asterales,nativa,Centris_nigerrima,Centris,Apidae,Hymenoptera,1,"Arroyo et al (1982), Arroyo et al (1985)"
Chuquiraga_oppositifolia,Chuquiraga,Asteraceae,Asterales,nativa,Etcheverrius_chiliensis,Etcheverrius,Nymphalidae,Lepidoptera,1,"Arroyo et al (1982), Arroyo et al (1985)"
Chuquiraga_oppositifolia,Chuquiraga,Asteraceae,Asterales,nativa,Etcheverrius_chiliensis,Etcheverrius,Nymphalidae,Lepidoptera,1,"Arroyo et al (1982), Arroyo et al (1985)"
Chuquiraga_oppositifolia,Chuquiraga,Asteraceae,Asterales,nativa,Faunula_leucoglene,Faunula,Nymphalidae,Lepidoptera,1,"Arroyo et al (1982), Arroyo et al (1985)"
Chuquiraga_oppositifolia,Chuquiraga,Asteraceae,Asterales,nativa,Pseudosaurus_virescens,Heterosarus,Andrenidae,Hymenoptera,1,Muñoz & Arroyo (2004)
Chuquiraga_oppositifolia,Chuquiraga,Asteraceae,Asterales,nativa,Pseudosaurus_virescens,Heterosarus,Andrenidae,Hymenoptera,1,Muñoz et al (2005)
Chuquiraga_oppositifolia,Chuquiraga,Asteraceae,Asterales,nativa,Liphantus_1t,Liphanthus,Andrenidae,Hymenoptera,1,Muñoz & Arroyo (2004)
Chuquiraga_oppositifolia,Chuquiraga,Asteraceae,Asterales,nativa,Liphanthus_1x,Liphanthus,Andrenidae,Hymenoptera,1,Muñoz et al (2005)
Chuquiraga_oppositifolia,Chuquiraga,Asteraceae,Asterales,nativa,Megachile_2,Megachile,Megachilidae,Hymenoptera,1,"Arroyo et al (1982), Arroyo et al (1985)"
Chuquiraga_oppositifolia,Chuquiraga,Asteraceae,Asterales,nativa,Scaeva_melanostoma,Scaeva,Syrphidae,Diptera,1,Muñoz et al (2005)
Chuquiraga_oppositifolia,Chuquiraga,Asteraceae,Asterales,nativa,Scaeva_melanostoma,Scaeva,Syrphidae,Diptera,1,Muñoz & Arroyo (2004)
Chuquiraga_oppositifolia,Chuquiraga,Asteraceae,Asterales,nativa,Scaeva_melanostoma,Scaeva,Syrphidae,Diptera,1,"Arroyo et al (1982), Arroyo et al (1985)"
Chuquiraga_oppositifolia,Chuquiraga,Asteraceae,Asterales,nativa,Tatochila_blanchardii,Tatochila,Pieridae,Lepidoptera,1,"Arroyo et al (1982), Arroyo et al (1985)"
Chuquiraga_oppositifolia,Chuquiraga,Asteraceae,Asterales,nativa,Tatochila_mercedis,Tatochila,Pieridae,Lepidoptera,1,"Arroyo et al (1982), Arroyo et al (1985)"
Chuquiraga_oppositifolia,Chuquiraga,Asteraceae,Asterales,nativa,Villa_semifucata,Villa,Bombyliidae,Diptera,1,"Arroyo et al (1982), Arroyo et al (1985)"
Chuquiraga_oppositifolia,Chuquiraga,Asteraceae,Asterales,nativa,Villa_semifucata,Villa,Bombyliidae,Diptera,1,Muñoz & Arroyo (2004)
Chuquiraga_oppositifolia,Chuquiraga,Asteraceae,Asterales,nativa,Villa_semifucata,Villa,Bombyliidae,Diptera,1,Muñoz et al (2005)
Chuquiraga_oppositifolia,Chuquiraga,Asteraceae,Asterales,nativa,Bombyliidae_1t,,Bombyliidae,Diptera,1,Muñoz & Arroyo (2004)
Chuquiraga_oppositifolia,Chuquiraga,Asteraceae,Asterales,nativa,Bombyliidae_1x,,Bombyliidae,Diptera,1,Muñoz et al (2005)
Chuquiraga_oppositifolia,Chuquiraga,Asteraceae,Asterales,nativa,Tachinidae_1t,,Tachinidae,Diptera,1,Muñoz & Arroyo (2004)
Cirsium_vulgare,Cirsium,Asteraceae,Asterales,introducida,Bombus_dahlbomii,Bombus,Apidae,Hymenoptera,1,Ruz & Herrera (2001)
Cistanthe_grandiflora,Cistanthe,Montiaceae,Caryophyllales,nativa,Alloscirtetica_valparadisaea,Alloscirtetica,Apidae,Hymenoptera,1,Vivallo (2003)
Clarkia_tenella_tenella,Clarkia,Onagraceae,Myrtales,nativa,Hymenoptera_2,,,Hymenoptera,1,"Arroyo et al (1982), Arroyo et al (1985)"
Colletia_ulicina,Colletia,Rhamnaceae,Rosales,endemica,Apis_melifera,Apis,Apidae,Hymenoptera,1,Medan & Montaldo (2005)
Colletia_ulicina,Colletia,Rhamnaceae,Rosales,endemica,Bombus_dahlbomii,Bombus,Apidae,Hymenoptera,1,Medan & Montaldo (2005)
Colletia_ulicina,Colletia,Rhamnaceae,Rosales,endemica,Bombus_dahlbomii,Bombus,Apidae,Hymenoptera,1,Medan & Montaldo (2005)
Colletia_ulicina,Colletia,Rhamnaceae,Rosales,endemica,Butleria_bisexxguttatus,Butleria,Hesperiidae,Lepidoptera,1,Medan & Montaldo (2005)
